cms_id,fyear,system,prov_type,own_type,urban_rural
330053,2015,,Short-Term,Private (Not For Profit),Urban
330055,2017,NEWYORK-PRESBYTERIAN HEALTHCARE SYSTEM,Short-Term,Private (Not For Profit),Urban
330056,2017,,Short-Term,Private (Not For Profit),Urban
330057,2018,TRINITY HEALTH,Short-Term,Private (Not For Profit),Urban
330058,2017,FINGER LAKES HEALTH,Short-Term,Private (Not For Profit),Urban
330059,2017,MONTEFIORE HEALTH SYSTEM,Short-Term,Private (Not For Profit),Urban
330061,2018,NEWYORK-PRESBYTERIAN HEALTHCARE SYSTEM,Short-Term,Private (Not For Profit),Urban
330065,2017,,Short-Term,Other,Urban
330073,2017,ROCHESTER REGIONAL HEALTH SYSTEM,Short-Term,Private (Not For Profit),Rural
330074,2018,,Short-Term,Private (Not For Profit),Urban
330078,2017,CATHOLIC HEALTH SYSTEM,Short-Term,Private (Not For Profit),Urban
330079,2017,ADIRONDACK HEALTH,Short-Term,Other,Rural
330080,2018,NYC HEALTH AND HOSPITALS,Short-Term,Local,Urban
330084,2018,THE UNIVERSITY OF VERMONT HEALTH NETWORK,Short-Term,Other,Rural
330085,2017,,Short-Term,Private (Not For Profit),Rural
330086,2017,MONTEFIORE HEALTH SYSTEM,Short-Term,Private (Not For Profit),Urban
330088,2017,STONY BROOK MEDICINE,Short-Term,Private (Not For Profit),Urban
330094,2017,,Short-Term,Private (Not For Profit),Rural
330096,2017,UNIVERSITY OF ROCHESTER MEDICAL CENTER,Short-Term,Private (Not For Profit),Rural
330100,2018,MOUNT SINAI HEALTH SYSTEM,Short-Term,Private (Not For Profit),Urban
330101,2017,NEWYORK-PRESBYTERIAN HEALTHCARE SYSTEM,Short-Term,Private (Not For Profit),Urban
330102,2018,CATHOLIC HEALTH SYSTEM,Short-Term,Church,Urban
330104,2017,MONTEFIORE HEALTH SYSTEM,Short-Term,Other,Urban
330103,2017,,Short-Term,Private (For Profit),Rural
330106,2018,NORTHWELL HEALTH,Short-Term,Private (Not For Profit),Urban
330107,2017,NORTHWELL HEALTH,Short-Term,Private (Not For Profit),Urban
330108,2018,,Short-Term,Private (Not For Profit),Urban
330111,2017,,Short-Term,Private (Not For Profit),Urban
330115,2018,,Short-Term,Other,Urban
330119,2018,NORTHWELL HEALTH,Short-Term,Private (Not For Profit),Urban
330125,2017,ROCHESTER REGIONAL HEALTH SYSTEM,Short-Term,Private (Not For Profit),Urban
330126,2018,GREATER HUDSON VALLEY HEALTH SYSTEM,Short-Term,Private (Not For Profit),Urban
330127,2018,NYC HEALTH AND HOSPITALS,Short-Term,Local,Urban
330128,2018,NYC HEALTH AND HOSPITALS,Short-Term,Local,Urban
330132,2018,GREAT LAKES HEALTH SYSTEM OF WESTERN NEW YORK,Short-Term,Private (Not For Profit),Rural
330135,2018,WESTCHESTER MEDICAL CENTER HEALTH NETWORK,Short-Term,Church,Urban
330136,2017,BASSETT HEALTHCARE,Short-Term,Private (Not For Profit),Rural
330140,2018,TRINITY HEALTH,Short-Term,Private (Not For Profit),Urban
330141,2018,LONG ISLAND HEALTH NETWORK,Short-Term,Private (Not For Profit),Urban
330144,2018,,Short-Term,Other,Rural
330151,2018,TRINITY HEALTH,Short-Term,Church,Rural
330153,2018,ELLIS MEDICINE,Short-Term,Private (For Profit),Urban
330154,2017,,Short-Term,Private (Not For Profit),Urban
330157,2017,,Short-Term,Private (Not For Profit),Urban
330158,2018,WESTCHESTER MEDICAL CENTER HEALTH NETWORK,Short-Term,Church,Urban
330160,2018,NORTHWELL HEALTH,Short-Term,Private (Not For Profit),Urban
330162,2018,NORTHWELL HEALTH,Short-Term,Private (Not For Profit),Urban
330163,2018,EASTERN NIAGARA HEALTH SYSTEM,Short-Term,Private (Not For Profit),Urban
330164,2018,UNIVERSITY OF ROCHESTER MEDICAL CENTER,Short-Term,Private (Not For Profit),Urban
330166,2017,ALLEGHENY HEALTH NETWORK,Short-Term,Private (Not For Profit),Rural
330167,2018,LONG ISLAND HEALTH NETWORK,Short-Term,Private (Not For Profit),Urban
330169,2018,MOUNT SINAI HEALTH SYSTEM,Short-Term,Private (Not For Profit),Urban
330175,2017,,Short-Term,Private (Not For Profit),Rural
330180,2018,TRINITY HEALTH,Short-Term,Private (Not For Profit),Urban
330181,2018,NORTHWELL HEALTH,Short-Term,Private (Not For Profit),Urban
330182,2017,LONG ISLAND HEALTH NETWORK,Short-Term,Church,Urban
330184,2017,MONTEFIORE HEALTH SYSTEM,Short-Term,Private (Not For Profit),Urban
330218,2018,,Short-Term,Private (Not For Profit),Urban
330185,2018,LONG ISLAND HEALTH NETWORK,Short-Term,Private (Not For Profit),Urban
330188,2018,CATHOLIC HEALTH SYSTEM,Short-Term,Church,Urban
330191,2017,ADIRONDACK HEALTH,Short-Term,Private (Not For Profit),Urban
330193,2017,MEDISYS HEALTH NETWORK,Short-Term,Private (Not For Profit),Urban
330194,2017,MMC HOLDING OF BROOKLYN INC.,Short-Term,Private (Not For Profit),Urban
330195,2018,NORTHWELL HEALTH,Short-Term,Private (Not For Profit),Urban
330196,2018,NYC HEALTH AND HOSPITALS,Short-Term,Local,Urban
330197,2018,ST LAWRENCE HEALTH SYSTEM,Short-Term,Private (Not For Profit),Rural
330198,2018,LONG ISLAND HEALTH NETWORK,Short-Term,Private (Not For Profit),Urban
330199,2018,NYC HEALTH AND HOSPITALS,Short-Term,Local,Urban
330201,2018,,Short-Term,Private (Not For Profit),Urban
330202,2018,NYC HEALTH AND HOSPITALS,Short-Term,Local,Urban
330203,2018,,Short-Term,Private (Not For Profit),Urban
330204,2018,NYC HEALTH AND HOSPITALS,Short-Term,Local,Urban
330205,2018,WESTCHESTER MEDICAL CENTER HEALTH NETWORK,Short-Term,Church,Urban
330208,2017,ST JOHNS RIVERSIDE HEALTH SYSTEM,Short-Term,Private (Not For Profit),Urban
330211,2018,,Short-Term,Private (Not For Profit),Rural
330214,2018,NYU LANGONE MEDICAL CENTER,Short-Term,Private (Not For Profit),Urban
330219,2018,GREAT LAKES HEALTH SYSTEM OF WESTERN NEW YORK,Short-Term,Private (Not For Profit),Urban
330394,2018,,Short-Term,Private (Not For Profit),Urban
330221,2017,,Short-Term,Private (Not For Profit),Urban
330222,2017,,Short-Term,Private (Not For Profit),Urban
330223,2017,,Short-Term,Local,Rural
330224,2017,WESTCHESTER MEDICAL CENTER HEALTH NETWORK,Short-Term,Church,Urban
330226,2017,ROCHESTER REGIONAL HEALTH SYSTEM,Short-Term,Private (Not For Profit),Urban
330229,2017,GREAT LAKES HEALTH SYSTEM OF WESTERN NEW YORK,Short-Term,Private (Not For Profit),Rural
330231,2018,NYC HEALTH AND HOSPITALS,Short-Term,Local,Urban
330232,2018,TRINITY HEALTH,Short-Term,Private (Not For Profit),Urban
330233,2018,,Short-Term,Private (Not For Profit),Urban
330234,2018,WESTCHESTER MEDICAL CENTER HEALTH NETWORK,Short-Term,Hospital District or Authority,Urban
330235,2018,,Short-Term,Private (Not For Profit),Rural
330236,2017,NEWYORK-PRESBYTERIAN HEALTHCARE SYSTEM,Short-Term,Private (Not For Profit),Urban
330238,2018,,Short-Term,Private (Not For Profit),Urban
330239,2017,UNIVERSITY OF PITTSBURGH MEDICAL CENTER,Short-Term,Private (Not For Profit),Rural
330240,2018,NYC HEALTH AND HOSPITALS,Short-Term,Local,Urban
330241,2018,SUNY HEALTH SCIENCES CENTERS,Short-Term,State,Urban
330245,2018,,Short-Term,Private (Not For Profit),Urban
330246,2017,LONG ISLAND HEALTH NETWORK,Short-Term,Private (Not For Profit),Urban
330250,2018,THE UNIVERSITY OF VERMONT HEALTH NETWORK,Short-Term,Private (Not For Profit),Rural
330259,2017,LONG ISLAND HEALTH NETWORK,Short-Term,Private (Not For Profit),Urban
330261,2017,NORTHWELL HEALTH,Short-Term,Other,Urban
330264,2017,MONTEFIORE HEALTH SYSTEM,Short-Term,Other,Urban
330265,2017,ROCHESTER REGIONAL HEALTH SYSTEM,Short-Term,Private (Not For Profit),Urban
330267,2017,NEWYORK-PRESBYTERIAN HEALTHCARE SYSTEM,Short-Term,Private (Not For Profit),Urban
330268,2018,BASSETT HEALTHCARE,Short-Term,Private (Not For Profit),Urban
330270,2017,,Short-Term,Private (Not For Profit),Urban
330273,2017,HEALTH QUEST,Short-Term,Private (Not For Profit),Urban
330276,2017,,Short-Term,Private (Not For Profit),Rural
330277,2018,GUTHRIE HEALTHCARE,Short-Term,Private (Not For Profit),Rural
330279,2017,CATHOLIC HEALTH SYSTEM,Short-Term,Private (Not For Profit),Urban
330285,2018,UNIVERSITY OF ROCHESTER MEDICAL CENTER,Short-Term,Private (Not For Profit),Urban
331306,2018,,Critical Access Hospitals,Private (Not For Profit),Rural
330286,2017,LONG ISLAND HEALTH NETWORK,Short-Term,Church,Urban
330304,2017,MONTEFIORE HEALTH SYSTEM,Short-Term,Private (Not For Profit),Urban
330306,2015,NYU LANGONE MEDICAL CENTER,Short-Term,Private (Not For Profit),Urban
330307,2018,CAYUGA HEALTH SYSTEM,Short-Term,Private (Not For Profit),Urban
330331,2017,NORTHWELL HEALTH,Short-Term,Private (Not For Profit),Urban
330332,2017,LONG ISLAND HEALTH NETWORK,Short-Term,Private (Not For Profit),Urban
330340,2017,STONY BROOK MEDICINE,Short-Term,Private (Not For Profit),Urban
330350,2017,SUNY HEALTH SCIENCES CENTERS,Short-Term,State,Urban
330353,2016,,Short-Term,Other,Urban
330354,2018,,Short-Term,Hospital District or Authority,Urban
330372,2016,,Short-Term,Private (Not For Profit),Urban
330385,2018,NYC HEALTH AND HOSPITALS,Short-Term,Local,Urban
330386,2018,GREATER HUDSON VALLEY HEALTH SYSTEM,Short-Term,Private (Not For Profit),Rural
330387,2017,,Short-Term,Private (Not For Profit),Urban
330396,2018,NYC HEALTH AND HOSPITALS,Short-Term,Local,Urban
330397,2017,,Short-Term,Private (Not For Profit),Urban
330399,2018,,Short-Term,Private (Not For Profit),Urban
330401,2018,LONG ISLAND HEALTH NETWORK,Short-Term,Private (Not For Profit),Urban
330403,2017,,Short-Term,Other,Urban
330405,2018,,Short-Term,Local,Urban
330406,2018,TRINITY HEALTH,Short-Term,Private (Not For Profit),Urban
330408,2017,BASSETT HEALTHCARE,Short-Term,Private (Not For Profit),Rural
330393,2017,STONY BROOK MEDICINE,Short-Term,State,Urban
330395,2017,,Short-Term,Church,Urban
330404,2015,,Short-Term,Private (Not For Profit),Urban
331301,2017,,Critical Access Hospitals,Private (Not For Profit),Rural
331302,2018,THE UNIVERSITY OF VERMONT HEALTH NETWORK,Critical Access Hospitals,Private (Not For Profit),Rural
331303,2018,CRMC,Critical Access Hospitals,Federal,Rural
331304,2017,WESTCHESTER MEDICAL CENTER HEALTH NETWORK,Critical Access Hospitals,Private (Not For Profit),Rural
331305,2018,BASSETT HEALTHCARE,Critical Access Hospitals,Private (Not For Profit),Rural
331307,2017,,Critical Access Hospitals,Private (Not For Profit),Rural
331309,2018,,Critical Access Hospitals,Private (Not For Profit),Urban
331310,2018,,Critical Access Hospitals,Private (Not For Profit),Urban
331311,2017,,Critical Access Hospitals,Private (Not For Profit),Urban
331312,2018,,Critical Access Hospitals,Private (Not For Profit),Rural
330409,2017,,Short-Term,Private (Not For Profit),Urban
331313,2017,CAYUGA MEDICAL CENTER  PART OF CAYUG,Critical Access Hospitals,Private (Not For Profit),Rural
331314,2018,FINGER LAKES HEALTH,Critical Access Hospitals,Other,Urban
331315,2017,,Critical Access Hospitals,Private (Not For Profit),Rural
331316,2018,CROUSE HOSPITAL HEALTH SYSTEM,Critical Access Hospitals,Private (Not For Profit),Urban
340050,2018,,Short-Term,Private (Not For Profit),Rural
331317,2017,,Critical Access Hospitals,Other,Rural
331318,2018,,Critical Access Hospitals,Private (Not For Profit),Urban
331319,2018,,Critical Access Hospitals,Private (Not For Profit),Urban
331990,2017,,Other Hospital Types,Church,Urban
332006,2017,,Long-Term Hospitals,Private (Not For Profit),Urban
332008,2018,NYC HEALTH + HOSPITALS,Long-Term Hospitals,Local,Urban
332014,2015,,Long-Term Hospitals,Local,Urban
332022,2017,,Long-Term Hospitals,Church,Urban
333030,2017,MONTEFIORE HEALTH SYSTEM,Rehabilitation Hospitals,Private (Not For Profit),Urban
333301,2017,,Childrens Hospitals,Private (Not For Profit),Urban
332016,2015,NYC HEALTH  HOSPITAL,Long-Term Hospitals,Local,Urban
334001,2018,NYS OFFICE OF MENTAL HEALTH,Psychiatric Hospitals,State,Urban
334002,2017,FOUR WINDS OF SARATOGA  INC.,Psychiatric Hospitals,Private (For Profit),Urban
334003,2018,NYS OFFICE OF MENTAL HEALTH,Psychiatric Hospitals,State,Rural
334004,2018,NYS OFFICE OF MENTAL HEALTH,Psychiatric Hospitals,State,Urban
334009,2018,NYS OFFICE OF MENTAL HEALTH,Psychiatric Hospitals,State,Urban
334012,2018,NYS OFFICE OF MENTAL HEALTH,Psychiatric Hospitals,Local,Urban
334013,2018,NYS OFFICE OF MENTAL HEALTH,Psychiatric Hospitals,State,Urban
334015,2018,NYS OFFICE OF MENTAL HEALTH,Psychiatric Hospitals,State,Urban
334020,2018,NYS OFFICE OF MENTAL HEALTH,Psychiatric Hospitals,Local,Urban
334021,2018,NYS OFFICE OF MENTAL HEALTH,Psychiatric Hospitals,Local,Urban
334022,2018,,Psychiatric Hospitals,Private (For Profit),Urban
334026,2017,,Psychiatric Hospitals,Private (For Profit),Urban
334027,2018,,Psychiatric Hospitals,Private (Not For Profit),Urban
334043,2018,NYS OFFICE OF MENTAL HEALTH,Psychiatric Hospitals,State,Urban
334045,2018,NYS OFFICE OF MENTAL HEALTH,Psychiatric Hospitals,State,Urban
334046,2018,NYS OFFICE OF MENTAL HEALTH,Psychiatric Hospitals,State,Urban
334048,2017,,Psychiatric Hospitals,Private (Not For Profit),Urban
334049,2017,,Psychiatric Hospitals,Private (For Profit),Urban
334052,2018,NYS OFFICE OF MENTAL HEALTH,Psychiatric Hospitals,State,Urban
334053,2018,NYS OFFICE OF MENTAL HEALTH,Psychiatric Hospitals,State,Urban
334054,2018,NYS OFFICE OF MENTAL HEALTH,Psychiatric Hospitals,State,Urban
334061,2018,NYS OFFICE OF MENTAL HEALTH,Psychiatric Hospitals,State,Urban
334063,2018,NYS OFFICE OF MENTAL HEALTH,Psychiatric Hospitals,State,Urban
334064,2018,,Psychiatric Hospitals,State,Urban
334065,2018,,Psychiatric Hospitals,State,Urban
334066,2018,,Psychiatric Hospitals,State,Urban
340001,2018,CAROLINAS HEALTHCARE SYSTEM,Short-Term,Hospital District or Authority,Urban
334060,2018,NYS OFFICE OF MENTAL HEALTH,Psychiatric Hospitals,State,Urban
340002,2018,MISSION HEALTH SYSTEM,Short-Term,Private (Not For Profit),Urban
340003,2018,,Short-Term,Hospital District or Authority,Rural
340004,2018,UNIVERSITY OF NORTH CAROLINA,Short-Term,Private (Not For Profit),Urban
340008,2018,CAROLINAS HEALTHCARE SYSTEM,Short-Term,Private (Not For Profit),Rural
340010,2018,UNIVERSITY OF NORTH CAROLINA,Short-Term,Private (Not For Profit),Urban
340013,2018,LIFEPOINT HEALTH,Short-Term,Private (For Profit),Rural
340014,2018,NOVANT HEALTH,Short-Term,Private (Not For Profit),Urban
340015,2018,NOVANT HEALTH,Short-Term,Private (Not For Profit),Urban
340016,2018,LIFEPOINT HEALTH,Short-Term,Private (For Profit),Rural
340020,2018,LIFEPOINT HEALTH,Short-Term,Private (Not For Profit),Rural
340017,2018,UNIVERSITY OF NORTH CAROLINA,Short-Term,Local,Urban
340021,2018,CAROLINAS HEALTHCARE SYSTEM,Short-Term,Hospital District or Authority,Rural
340023,2017,ADVENTIST HEALTH SYSTEM,Short-Term,Private (Not For Profit),Urban
340024,2018,,Short-Term,Local,Rural
340027,2018,UNIVERSITY OF NORTH CAROLINA,Short-Term,Private (Not For Profit),Rural
340028,2018,CAPE FEAR VALLEY HEALTH SYSTEM,Short-Term,Private (Not For Profit),Urban
340030,2018,DUKE HEALTH,Short-Term,Private (For Profit),Urban
340032,2018,,Short-Term,Local,Urban
340037,2018,CAROLINAS HEALTHCARE SYSTEM,Short-Term,Hospital District or Authority,Rural
340036,2015,LIFEPOINT HEALTH,Short-Term,Private (Not For Profit),Urban
340039,2018,,Short-Term,Private (Not For Profit),Urban
340040,2018,VIDANT HEALTH,Short-Term,Private (Not For Profit),Urban
340041,2018,UNIVERSITY OF NORTH CAROLINA,Short-Term,Other,Urban
340042,2018,,Short-Term,Hospital District or Authority,Urban
340047,2018,WAKE FOREST BAPTIST HEALTH,Short-Term,Private (Not For Profit),Urban
340049,2018,NATIONAL SURGICAL HEALTHCARE,Short-Term,Private (For Profit),Urban
340051,2018,APPALACHIAN REGIONAL HEALTHCARE SYSTEM,Short-Term,Local,Rural
340053,2018,NOVANT HEALTH,Short-Term,Private (Not For Profit),Urban
340060,2018,,Short-Term,Private (Not For Profit),Urban
340061,2018,UNIVERSITY OF NORTH CAROLINA,Short-Term,State,Urban
340064,2018,WAKE FOREST BAPTIST HEALTH,Short-Term,Local,Rural
340068,2018,CAROLINAS HEALTHCARE SYSTEM,Short-Term,Other,Rural
340069,2018,WAKEMED HEALTH AND HOSPITALS,Short-Term,Private (Not For Profit),Urban
340070,2018,CAROLINAS HEALTHCARE SYSTEM,Short-Term,Private (Not For Profit),Urban
340071,2018,HARNETT HEALTH,Short-Term,Private (Not For Profit),Rural
340073,2018,DUKE HEALTH,Short-Term,Private (Not For Profit),Urban
340075,2018,CAROLINAS HEALTHCARE SYSTEM,Short-Term,Private (For Profit),Urban
340084,2018,CAROLINAS HEALTHCARE SYSTEM,Short-Term,Hospital District or Authority,Rural
340085,2018,NOVANT HEALTH,Short-Term,Private (Not For Profit),Urban
340087,2018,MISSION HEALTH SYSTEM,Short-Term,Private (Not For Profit),Rural
340090,2018,UNIVERSITY OF NORTH CAROLINA,Short-Term,Hospital District or Authority,Urban
340091,2018,CAROLINAS HEALTHCARE SYSTEM,Short-Term,Private (Not For Profit),Urban
340097,2018,ALLIANT MANAGEMENT SERVICES,Short-Term,Private (Not For Profit),Rural
340096,2018,WAKE FOREST BAPTIST HEALTH,Short-Term,Private (Not For Profit),Urban
340098,2018,CAROLINAS HEALTHCARE SYSTEM,Short-Term,Hospital District or Authority,Urban
340099,2018,VIDANT HEALTH,Short-Term,Private (Not For Profit),Rural
340106,2017,FIRSTHEALTH OF THE CAROLINAS,Short-Term,Private (For Profit),Rural
340107,2018,VIDANT HEALTH,Short-Term,Local,Urban
340109,2018,SENTARA HEALTHCARE,Short-Term,Hospital District or Authority,Rural
340113,2018,CAROLINAS HEALTHCARE SYSTEM,Short-Term,Hospital District or Authority,Urban
340114,2018,UNIVERSITY OF NORTH CAROLINA,Short-Term,State,Urban
340115,2018,FIRSTHEALTH OF THE CAROLINAS,Short-Term,Private (Not For Profit),Rural
340116,2018,LIFEPOINT HEALTH,Short-Term,Private (For Profit),Urban
340119,2018,CAROLINAS HEALTHCARE SYSTEM,Short-Term,Private (Not For Profit),Rural
340120,2018,VIDANT HEALTH,Short-Term,Local,Rural
340123,2018,CAROLINAS HEALTHCARE SYSTEM,Short-Term,Private (Not For Profit),Urban
340126,2018,LIFEPOINT HEALTH,Short-Term,Private (Not For Profit),Rural
340127,2018,,Short-Term,Local,Rural
340129,2018,COMMUNITY HEALTH SYSTEMS,Short-Term,Private (For Profit),Urban
340130,2018,CAROLINAS HEALTHCARE SYSTEM,Short-Term,Hospital District or Authority,Urban
340131,2018,,Short-Term,Hospital District or Authority,Urban
340132,2018,LIFEPOINT HEALTH,Short-Term,Private (For Profit),Rural
340133,2018,QUORUM HEALTH CORPORATION,Short-Term,Local,Rural
340141,2018,NEW HANOVER HEALTH NETWORK,Short-Term,Local,Urban
340142,2018,,Short-Term,Private (For Profit),Rural
340143,2018,,Short-Term,Other,Urban
340144,2018,COMMUNITY HEALTH SYSTEMS,Short-Term,Private (For Profit),Urban
340145,2018,CAROLINAS HEALTHCARE SYSTEM,Short-Term,Hospital District or Authority,Urban
340147,2018,UNIVERSITY OF NORTH CAROLINA,Short-Term,Hospital District or Authority,Urban
340151,2018,,Short-Term,Private (Not For Profit),Rural
340148,2018,NOVANT HEALTH,Short-Term,Other,Urban
340155,2018,DUKE HEALTH,Short-Term,Local,Urban
340158,2018,NOVANT HEALTH,Short-Term,Other,Urban
340159,2018,LIFEPOINT HEALTH,Short-Term,Private (For Profit),Urban
350063,2018,INDIAN HEALTH SERVICE,Short-Term,Federal,Rural
340166,2018,CAROLINAS HEALTHCARE SYSTEM,Short-Term,Hospital District or Authority,Urban
340168,2018,,Short-Term,Private (Not For Profit),Urban
340171,2018,NOVANT HEALTH,Short-Term,Other,Urban
340156,2018,INDIAN HEALTH SERVICE,Short-Term,Federal,Rural
340173,2018,WAKEMED HEALTH AND HOSPITALS,Short-Term,Private (Not For Profit),Urban
340183,2018,NOVANT HEALTH,Short-Term,Private (Not For Profit),Urban
340184,2018,LIFEPOINT HEALTH,Short-Term,Hospital District or Authority,Urban
340186,2018,VIDANT HEALTH,Short-Term,Private (Not For Profit),Rural
340187,2018,WAKE FOREST BAPTIST HEALTH,Short-Term,Private (Not For Profit),Urban
341302,2018,,Critical Access Hospitals,Private (Not For Profit),Rural
340188,2018,CAPE FEAR VALLEY HEALTH SYSTEM,Short-Term,Private (Not For Profit),Urban
341303,2018,FIRSTHEALTH OF THE CAROLINAS,Critical Access Hospitals,Private (Not For Profit),Rural
340189,2016,COMMUNITY HOSPITAL CORPORATION,Short-Term,Private (Not For Profit),Urban
341304,2018,VIDANT HEALTH,Critical Access Hospitals,Private (Not For Profit),Rural
341305,2018,LIFEPOINT HEALTH,Critical Access Hospitals,Private (Not For Profit),Rural
341307,2018,NEW HANOVER HEALTH NETWORK,Critical Access Hospitals,Local,Urban
341308,2015,HMC/CAH CONSOLIDATED LLC.,Critical Access Hospitals,Private (For Profit),Urban
341311,2018,UNIVERSITY OF NORTH CAROLINA,Critical Access Hospitals,Private (Not For Profit),Urban
341314,2018,HMC/CAH CONSOLIDATED,Critical Access Hospitals,Private (For Profit),Rural
341315,2018,CAPE FEAR VALLEY HEALTH SYSTEM,Critical Access Hospitals,Private (Not For Profit),Rural
341316,2018,MISSION HEALTH SYSTEM,Critical Access Hospitals,Private (Not For Profit),Rural
341317,2018,,Critical Access Hospitals,Private (For Profit),Urban
341318,2018,VIDANT HEALTH,Critical Access Hospitals,Local,Rural
341319,2018,MISSION HEALTH SYSTEM,Critical Access Hospitals,Private (Not For Profit),Rural
341320,2018,,Critical Access Hospitals,Private (Not For Profit),Rural
341322,2018,CAROLINAS HEALTHCARE SYSTEM,Critical Access Hospitals,Private (Not For Profit),Rural
341323,2018,APPALACHIAN REGIONAL HEALTHCARE SYSTEM,Critical Access Hospitals,Private (Not For Profit),Rural
341324,2018,VIDANT HEALTH,Critical Access Hospitals,Private (Not For Profit),Rural
341325,2018,,Critical Access Hospitals,Private (Not For Profit),Rural
341326,2018,MISSION HEALTH SYSTEM,Critical Access Hospitals,Private (Not For Profit),Rural
341327,2018,,Critical Access Hospitals,Other,Urban
341328,2018,CAROLINAS HEALTHCARE SYSTEM,Critical Access Hospitals,Private (Not For Profit),Rural
341329,2018,MISSION HEALTH SYSTEM,Critical Access Hospitals,Private (Not For Profit),Rural
342012,2018,KINDRED HEALTHCARE,Long-Term Hospitals,Private (For Profit),Urban
342014,2018,CAPE FEAR VALLEY HEALTH SYSTEM,Long-Term Hospitals,Private (Not For Profit),Urban
342013,2018,NEW LIFECARE MANAGEMENT SERVICES,Long-Term Hospitals,Private (For Profit),Urban
342015,2018,COMMUNITY HOSPITAL CORPORATION,Long-Term Hospitals,Private (Not For Profit),Urban
342016,2017,SELECT MEDICAL CORPORATION,Long-Term Hospitals,Private (Not For Profit),Urban
342017,2018,COMMUNITY CAREPARTNERS  INC,Long-Term Hospitals,Private (For Profit),Urban
342018,2018,SELECT MEDICAL CORPORATION,Long-Term Hospitals,Private (For Profit),Urban
342019,2018,CAROLINAS HEALTHCARE SYSTEM,Long-Term Hospitals,Private (Not For Profit),Urban
342020,2018,SELECT MEDICAL CORPORATION,Long-Term Hospitals,Private (For Profit),Urban
342021,2018,CHC COMMUNITY CARE LLC,Long-Term Hospitals,Private (Not For Profit),Urban
343025,2018,COMMUNITY CAREPARTNERS,Rehabilitation Hospitals,Private (Not For Profit),Urban
343026,2018,CAROLINAS HEALTHCARE SYSTEM,Rehabilitation Hospitals,Hospital District or Authority,Urban
344001,2017,,Psychiatric Hospitals,State,Urban
344004,2018,DHHS,Psychiatric Hospitals,Church,Rural
351312,2018,,Critical Access Hospitals,Church,Urban
344007,2018,UNIVERSAL HEALTH SERVICES,Psychiatric Hospitals,Private (For Profit),Urban
344014,2018,UNIVERSAL HEALTH SERVICES,Psychiatric Hospitals,Private (For Profit),Urban
344016,2018,UNIVERSAL HEALTH SERVICES,Psychiatric Hospitals,Federal,Urban
344023,2018,DHHS,Psychiatric Hospitals,State,Urban
344024,2015,DHHS,Psychiatric Hospitals,State,Urban
344025,2018,DHHS,Psychiatric Hospitals,State,Urban
344026,2018,NC DEPT OF HEALTH HUMAN SERV,Psychiatric Hospitals,State,Urban
344027,2018,NC DHHS,Psychiatric Hospitals,State,Rural
344028,2018,STRATEGIC BEHAVORIAL HEALTH,Psychiatric Hospitals,Private (For Profit),Urban
344031,2017,,Psychiatric Hospitals,Private (For Profit),Urban
344032,2018,SPRINGSTONE,Psychiatric Hospitals,Private (For Profit),Urban
350002,2018,CATHOLIC HEALTH INITIATIVES,Short-Term,Church,Urban
350006,2018,TRINITY HEALTH,Short-Term,Private (Not For Profit),Rural
344029,2018,,Psychiatric Hospitals,Private (Not For Profit),Rural
350011,2018,SANFORD HEALTH,Short-Term,Private (Not For Profit),Urban
350015,2018,SANFORD HEALTH,Short-Term,Private (Not For Profit),Urban
350019,2017,,Short-Term,Local,Urban
350070,2018,ESSENTIA HEALTH,Short-Term,Private (Not For Profit),Urban
351300,2018,,Critical Access Hospitals,Private (Not For Profit),Rural
350064,2017,INDIAN HEALTH SERVICE,Short-Term,Federal,Urban
351301,2018,,Critical Access Hospitals,Private (Not For Profit),Rural
351302,2018,,Critical Access Hospitals,Private (Not For Profit),Rural
344030,2018,STRATEGIC BEHAVORIAL HEALTH,Psychiatric Hospitals,Private (For Profit),Urban
351303,2018,CATHOLIC HEALTH INITIATIVES,Critical Access Hospitals,Church,Rural
351304,2018,CATHOLIC HEALTH INITIATIVES,Critical Access Hospitals,Private (Not For Profit),Rural
351305,2018,TRINITY HOSPITAL,Critical Access Hospitals,Private (Not For Profit),Rural
351306,2018,,Critical Access Hospitals,Private (Not For Profit),Rural
351307,2018,SISTERS OF MARY OF THE PRESENTATION HEALTH SYSTEM,Critical Access Hospitals,Church,Rural
351308,2018,,Critical Access Hospitals,Private (Not For Profit),Rural
351309,2018,SANFORD HEALTH,Critical Access Hospitals,Private (Not For Profit),Rural
351310,2018,,Critical Access Hospitals,Private (Not For Profit),Rural
351311,2018,CATHOLIC HEALTH INITIATIVES,Critical Access Hospitals,Private (Not For Profit),Rural
351313,2017,,Critical Access Hospitals,Private (Not For Profit),Rural
351314,2018,,Critical Access Hospitals,Private (Not For Profit),Rural
351315,2018,CATHOLIC HEALTH INITIATIVES,Critical Access Hospitals,Private (Not For Profit),Rural
351316,2018,SISTERS OF MARY OF THE PRESENTATION HEALTH SYSTEM,Critical Access Hospitals,Private (Not For Profit),Rural
351318,2018,CATHOLIC HEALTH INITIATIVES,Critical Access Hospitals,Private (Not For Profit),Rural
351319,2018,,Critical Access Hospitals,Private (Not For Profit),Rural
351320,2018,,Critical Access Hospitals,Other,Rural
351321,2018,CATHOLIC HEALTH INITIATIVES,Critical Access Hospitals,Private (Not For Profit),Rural
